"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/UjZa9""]
[Themes ""endgame long mate mateIn3 sacrifice""]
[FEN ""6rk/p6p/1p2ppr1/4Q3/3PRP2/q5P1/7P/4R1K1 w - - 0 27""]
[SetUp ""1""]

27. Qxe6 Rxg3+ 28. hxg3 Qxg3+ 29. Kf1 Qg2# *",endgame long mate mateIn3 sacrifice
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/2aZBZ""]
[Themes ""endgame long mate mateIn3""]
[FEN ""2R5/5rkp/1p3p2/6pP/3pP3/p2P3Q/6PK/3q4 b - - 3 38""]
[SetUp ""1""]

38... g4 39. h6+ Kg6 40. Rg8+ Rg7 41. Rxg7# *",endgame long mate mateIn3
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/lbrNX""]
[Themes ""attraction long mate mateIn3 middlegame sacrifice""]
[FEN ""r6k/ppp3pp/4Q3/1b6/3P4/qPP3P1/P3N2r/1K1R3R b - - 2 23""]
[SetUp ""1""]

23... Rxe2 24. Rxh7+ Kxh7 25. Rh1+ Rh2 26. Rxh2# *",attraction long mate mateIn3 middlegame sacrifice
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/x73Cw""]
[Themes ""endgame long mate mateIn3""]
[FEN ""2r5/p5bk/1q4pp/2R5/PPQ1p1n1/6P1/4PPBP/6K1 w - - 5 33""]
[SetUp ""1""]

33. Rxc8 Qxf2+ 34. Kh1 Qe1+ 35. Bf1 Qxf1# *",endgame long mate mateIn3
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/MOU5h""]
[Themes ""discoveredAttack kingsideAttack long mate mateIn3 middlegame sacrifice""]
[FEN ""5rk1/ppb2rpp/2p5/8/4Nq2/1PQP1N1P/PBP3P1/5R1K w - - 7 24""]
[SetUp ""1""]

24. a4 Qh2+ 25. Nxh2 Rxf1+ 26. Nxf1 Rxf1# *",discoveredAttack kingsideAttack long mate mateIn3 middlegame sacrifice
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/igMfX""]
[Themes ""advancedPawn endgame exposedKing fork long mate mateIn3 promotion queenRookEndgame""]
[FEN ""5rk1/6r1/1p1R4/1Pp5/p1P5/P5pq/4QpP1/5R1K w - - 0 41""]
[SetUp ""1""]

41. gxh3 g2+ 42. Kh2 g1=Q+ 43. Rxg1 fxg1=Q# *",advancedPawn endgame exposedKing fork long mate mateIn3 promotion queenRookEndgame
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/ZtgGW""]
[Themes ""long mate mateIn3 middlegame sacrifice""]
[FEN ""r4k1r/3p1pp1/pbb5/1p3qNp/1P1p4/P5PP/2P1QP2/R1B1R1K1 b - - 2 20""]
[SetUp ""1""]

20... Qd5 21. Qe7+ Kg8 22. Qe8+ Rxe8 23. Rxe8# *",long mate mateIn3 middlegame sacrifice
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/iG199""]
[Themes ""attraction long mate mateIn3 middlegame""]
[FEN ""R1b2rk1/6pp/2P1B3/5p2/4n1NQ/2P2qP1/1P3P1P/6K1 b - - 0 32""]
[SetUp ""1""]

32... Bxe6 33. Rxf8+ Kxf8 34. Qd8+ Kf7 35. Ne5# *",attraction long mate mateIn3 middlegame
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/AzkOu""]
[Themes ""long mate mateIn3 middlegame sacrifice""]
[FEN ""3r2k1/6p1/p3p2p/1p2n2Q/4B1R1/2q5/3r2PP/5RK1 b - - 5 27""]
[SetUp ""1""]

27... Nxg4 28. Qf7+ Kh8 29. Qf8+ Rxf8 30. Rxf8# *",long mate mateIn3 middlegame sacrifice
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/Nf0yq""]
[Themes ""discoveredAttack kingsideAttack long mate mateIn3 middlegame""]
[FEN ""r2k3r/pp6/2p1pN2/3p3p/3P3q/2P1P3/PP1BQ1Pb/R4R1K w - - 3 21""]
[SetUp ""1""]

21. Rf3 Bg3+ 22. Kg1 Qh2+ 23. Kf1 Qh1# *",discoveredAttack kingsideAttack long mate mateIn3 middlegame
