"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/64OS9""]
[Themes ""mate mateIn5 middlegame sacrifice veryLong""]
[FEN ""5rk1/3b1ppp/3p4/1B1Pp1q1/R1P5/4PQ2/1r4PP/5RK1 b - - 4 22""]
[SetUp ""1""]

22... Bxb5 23. Qxf7+ Rxf7 24. Ra8+ Qd8 25. Rxd8+ Be8 26. Rxe8+ Rf8 27. Rfxf8# *",mate mateIn5 middlegame sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/wTdln""]
[Themes ""attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong""]
[FEN ""4rbk1/2q2p1p/4pBp1/2ppP3/5P1Q/r7/P1P2KP1/R2R4 b - - 3 26""]
[SetUp ""1""]

26... Qa5 27. Qxh7+ Kxh7 28. Rh1+ Bh6 29. Rxh6+ Kxh6 30. Rh1+ Rh3 31. Rxh3# *",attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/NOHFx""]
[Themes ""backRankMate deflection endgame mate mateIn5 sacrifice veryLong""]
[FEN ""2Q2bk1/2p2ppp/2p2q2/4p3/4P3/2N5/PPr2PPP/5RK1 w - - 0 23""]
[SetUp ""1""]

23. Qb7 Qxf2+ 24. Rxf2 Rc1+ 25. Nd1 Rxd1+ 26. Rf1 Bc5+ 27. Kh1 Rxf1# *",backRankMate deflection endgame mate mateIn5 sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/6hL2y""]
[Themes ""attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong""]
[FEN ""r1b1kq1r/ppp2p2/3p1np1/2b2P2/N2NP3/3QB1p1/PPP1B1P1/R4RK1 w kq - 2 15""]
[SetUp ""1""]

15. Nxc5 Rh1+ 16. Kxh1 Qh8+ 17. Bh6 Qxh6+ 18. Bh5 Qxh5+ 19. Kg1 Qh2# *",attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/65yvi""]
[Themes ""backRankMate fork mate mateIn5 middlegame veryLong""]
[FEN ""2kr4/ppp1npQp/3b4/1b6/7N/2N1P3/PPq2PPP/R1B1K2R w KQ - 3 14""]
[SetUp ""1""]

14. Nxb5 Bb4+ 15. Bd2 Qxd2+ 16. Kf1 Qd3+ 17. Kg1 Qd1+ 18. Rxd1 Rxd1# *",backRankMate fork mate mateIn5 middlegame veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/PABbc""]
[Themes ""endgame mate mateIn5 sacrifice veryLong""]
[FEN ""6rk/pR4pp/4B1n1/8/3B4/2P1p2P/P5PK/3q4 b - - 2 27""]
[SetUp ""1""]

27... e2 28. Bxg7+ Rxg7 29. Rb8+ Qd8 30. Rxd8+ Nf8 31. Rxf8+ Rg8 32. Rxg8# *",endgame mate mateIn5 sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/JhT8m""]
[Themes ""advancedPawn endgame mate mateIn5 pawnEndgame promotion veryLong zugzwang""]
[FEN ""8/8/1p6/p1p5/P1P5/2P3Kp/8/7k b - - 3 66""]
[SetUp ""1""]

66... h2 67. Kf2 b5 68. axb5 a4 69. b6 a3 70. b7 a2 71. b8=Q a1=Q 72. Qb7# *",advancedPawn endgame mate mateIn5 pawnEndgame promotion veryLong zugzwang
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/DBg5x""]
[Themes ""deflection exposedKing mate mateIn5 middlegame sacrifice veryLong""]
[FEN ""7r/4Q1k1/1qpnb1r1/pp1p4/6P1/1P1PP1N1/P1P1B3/5RK1 b - - 0 31""]
[SetUp ""1""]

31... Bf7 32. Rxf7+ Nxf7 33. Nf5+ Kg8 34. Qe8+ Kh7 35. Qxf7+ Rg7 36. Qxg7# *",deflection exposedKing mate mateIn5 middlegame sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/nGv5l""]
[Themes ""endgame mate mateIn5 veryLong""]
[FEN ""3r4/1pk3p1/2b3P1/4q3/1B6/P5NQ/6PP/3R2K1 w - - 8 41""]
[SetUp ""1""]

41. Rxd8 Qe3+ 42. Kf1 Bb5+ 43. Rd3 Bxd3+ 44. Ne2 Qxe2+ 45. Kg1 Qf1# *",endgame mate mateIn5 veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/Kjdxx""]
[Themes ""discoveredAttack mate mateIn5 middlegame veryLong""]
[FEN ""r1b1r1k1/pp3Bpp/8/4N3/1b3P2/4Q1P1/P1P2K1P/7q b - - 0 17""]
[SetUp ""1""]

17... Kh8 18. Ng6+ hxg6 19. Qxe8+ Bf8 20. Qxf8+ Kh7 21. Qg8+ Kh6 22. Qh8# *",discoveredAttack mate mateIn5 middlegame veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/RqvN4""]
[Themes ""advancedPawn attraction mate mateIn5 middlegame queensideAttack sacrifice veryLong""]
[FEN ""1r3k2/1rp2p2/4pb2/3P4/2P1Q2P/pP4R1/P1Bq1P2/1K4R1 w - - 1 31""]
[SetUp ""1""]

31. dxe6 Rxb3+ 32. Rxb3 Rxb3+ 33. axb3 a2+ 34. Kxa2 Qa5+ 35. Kb1 Qa1# *",advancedPawn attraction mate mateIn5 middlegame queensideAttack sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/SViB2""]
[Themes ""endgame mate mateIn5 veryLong""]
[FEN ""6k1/4Bp1p/p2p2p1/1p1P3n/4P1PP/5P2/q7/2R2RK1 b - - 0 27""]
[SetUp ""1""]

27... Nf4 28. Rc8+ Kg7 29. Bf8+ Kf6 30. g5+ Ke5 31. Bg7+ f6 32. Bxf6# *",endgame mate mateIn5 veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/3EkY0""]
[Themes ""discoveredAttack kingsideAttack mate mateIn5 middlegame sacrifice veryLong""]
[FEN ""4rk1r/Q1p1q3/5p2/4n1p1/P6p/2N5/1PP2PPP/R3R1K1 w - - 0 21""]
[SetUp ""1""]

21. a5 Nf3+ 22. gxf3 Qxe1+ 23. Rxe1 Rxe1+ 24. Kg2 h3+ 25. Kg3 Rg1# *",discoveredAttack kingsideAttack mate mateIn5 middlegame sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/RWmo3""]
[Themes ""exposedKing fork mate mateIn5 middlegame sacrifice veryLong""]
[FEN ""2r4k/1b3p1p/p4Pp1/1pbp1N2/7Q/1P2R2R/1qP4P/6K1 b - - 2 29""]
[SetUp ""1""]

29... h5 30. Qxh5+ gxh5 31. Rxh5+ Kg8 32. Ne7+ Bxe7 33. Rg3+ Kf8 34. Rh8# *",exposedKing fork mate mateIn5 middlegame sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/nC03O""]
[Themes ""kingsideAttack mate mateIn5 middlegame sacrifice veryLong""]
[FEN ""6rk/6rp/p3R3/1pNQ1p1b/1PpP1P1q/2P5/P5PP/4R1K1 w - - 1 30""]
[SetUp ""1""]

30. Qe5 Qxe1+ 31. Qxe1 Rxg2+ 32. Kf1 Rg1+ 33. Kf2 R8g2+ 34. Ke3 Rxe1# *",kingsideAttack mate mateIn5 middlegame sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/KpJe6""]
[Themes ""exposedKing hangingPiece mate mateIn5 middlegame veryLong""]
[FEN ""r6r/1p5Q/p1n1k1p1/2pN1n2/8/P2P3K/BPP1N1P1/R7 w - - 1 23""]
[SetUp ""1""]

23. Qxh8 Rxh8+ 24. Kg4 Ne5+ 25. Kg5 Rh5+ 26. Kf4 Rh4+ 27. g4 Rxg4# *",exposedKing hangingPiece mate mateIn5 middlegame veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/B1Jdk""]
[Themes ""advancedPawn discoveredAttack mate mateIn5 middlegame sacrifice veryLong""]
[FEN ""N7/p2k2pp/1p1q4/8/2Qn4/2P1p3/PP1K1b1P/R6R w - - 0 22""]
[SetUp ""1""]

22. Kd3 Qg6+ 23. Kxd4 e2+ 24. Ke5 Qg5+ 25. Ke4 Qe3+ 26. Kf5 g6+ 27. Kf6 Qe7# *",advancedPawn discoveredAttack mate mateIn5 middlegame sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/3edcA""]
[Themes ""endgame mate mateIn5 sacrifice veryLong""]
[FEN ""6rk/8/p2qQ1Kp/5B2/P5PP/1P6/8/8 w - - 1 54""]
[SetUp ""1""]

54. Kxh6 Qf4+ 55. Kh5 Rg5+ 56. hxg5 Qh2+ 57. Kg6 Qh7+ 58. Kf6 Qg7# *",endgame mate mateIn5 sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/PEgnk""]
[Themes ""discoveredAttack endgame mate mateIn5 veryLong""]
[FEN ""8/pp3Q1p/6pk/8/5R2/7P/1q4PK/3r4 b - - 4 29""]
[SetUp ""1""]

29... Qe5 30. Qf8+ Kg5 31. h4+ Kh5 32. g4+ Kxh4 33. Qh6+ Qh5 34. g5# *",discoveredAttack endgame mate mateIn5 veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/PAOyW""]
[Themes ""mate mateIn5 middlegame veryLong""]
[FEN ""r1bq1rk1/1p1nb1pB/p3p3/3N2P1/5B2/P7/1P3P1P/R2Q2K1 b - - 0 18""]
[SetUp ""1""]

18... Kxh7 19. Qh5+ Kg8 20. g6 Nf6 21. Nxf6+ Rxf6 22. Qh7+ Kf8 23. Qh8# *",mate mateIn5 middlegame veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/0M5Ln""]
[Themes ""fork mate mateIn5 middlegame sacrifice veryLong""]
[FEN ""2rk2r1/1R3p2/R1n1p3/3pP3/Q1pP1q1p/2P1nN1P/5BP1/6K1 w - - 8 27""]
[SetUp ""1""]

27. Rxc6 Rxg2+ 28. Kh1 Rh2+ 29. Nxh2 Qe4+ 30. Nf3 Qxf3+ 31. Kg1 Qg2# *",fork mate mateIn5 middlegame sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/DE7Fg""]
[Themes ""mate mateIn5 middlegame veryLong""]
[FEN ""1r1r4/2p5/p3pkp1/2np4/1q1P3Q/1PN2P2/8/2K4R b - - 3 34""]
[SetUp ""1""]

34... Kg7 35. Qe7+ Kg8 36. Qh7+ Kf8 37. Qh8+ Ke7 38. Rh7+ Kd6 39. Qe5+ Kc6 40.
Qxc7# *",mate mateIn5 middlegame veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/zK2WN""]
[Themes ""endgame mate mateIn5 sacrifice veryLong""]
[FEN ""r5k1/8/3p2p1/3Pb1Np/1p2Q3/2p5/q5PP/5R1K b - - 0 33""]
[SetUp ""1""]

33... Kg7 34. Rf7+ Kh6 35. Rh7+ Kxg5 36. h4+ Kf6 37. Qf3+ Bf4 38. Qxf4# *",endgame mate mateIn5 sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/WrfcL""]
[Themes ""mate mateIn5 middlegame veryLong""]
[FEN ""r1b3k1/p1p2ppp/2p1r3/P7/1P2P2P/2BPqP2/3QB1n1/R4K1R w - - 3 24""]
[SetUp ""1""]

24. Kxg2 Rg6+ 25. Kf1 Bh3+ 26. Ke1 Rg1+ 27. Rxg1 Qxg1+ 28. Bf1 Qxf1# *",mate mateIn5 middlegame veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/usUpL""]
[Themes ""attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong""]
[FEN ""4rrk1/p4p1p/1qp2Pp1/2b5/5QN1/4p3/PPP3PP/R4R1K b - - 1 19""]
[SetUp ""1""]

19... Kh8 20. Qh6 Rg8 21. Rf3 Bf8 22. Qxh7+ Kxh7 23. Rh3+ Bh6 24. Rxh6# *",attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/lwVJB""]
[Themes ""fork mate mateIn5 middlegame sacrifice veryLong""]
[FEN ""5rk1/bpp3pp/p7/4N3/1P1P3P/2q2pBQ/4rP2/3R3K b - - 1 35""]
[SetUp ""1""]

35... Bxd4 36. Qe6+ Kh8 37. Nf7+ Rxf7 38. Qc8+ Re8 39. Qxe8+ Rf8 40. Qxf8# *",fork mate mateIn5 middlegame sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/Fq0eA""]
[Themes ""mate mateIn5 middlegame sacrifice veryLong""]
[FEN ""4rr2/p4p1k/1q1p2p1/2pp1p1n/3P3P/1P2P3/P1P1Q1RB/2K3R1 b - - 3 25""]
[SetUp ""1""]

25... cxd4 26. Qxh5+ gxh5 27. Rg7+ Kh8 28. R7g5 Re6 29. Rxh5+ Rh6 30. Rxh6# *",mate mateIn5 middlegame sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/leZKT""]
[Themes ""attraction endgame mate mateIn5 veryLong""]
[FEN ""4r1k1/5R1p/1q1p2p1/2pP4/3b2P1/7P/4Q2B/5R1K b - - 0 28""]
[SetUp ""1""]

28... Rxe2 29. Rf8+ Kg7 30. R1f7+ Kh6 31. g5+ Kxg5 32. Bf4+ Kh5 33. Rxh7# *",attraction endgame mate mateIn5 veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/hIyia""]
[Themes ""advancedPawn endgame mate mateIn5 pawnEndgame promotion quietMove veryLong""]
[FEN ""8/8/6p1/1p1p1kP1/3P3K/7P/P7/8 w - - 1 47""]
[SetUp ""1""]

47. a3 Kf4 48. a4 b4 49. a5 b3 50. a6 b2 51. a7 b1=Q 52. a8=Q Qe1# *",advancedPawn endgame mate mateIn5 pawnEndgame promotion quietMove veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/yVrx2""]
[Themes ""advancedPawn endgame exposedKing mate mateIn5 promotion veryLong""]
[FEN ""8/6kP/4K1P1/8/8/p7/1n6/8 b - - 0 60""]
[SetUp ""1""]

60... a2 61. h8=Q+ Kxh8 62. Kf7 a1=Q 63. g7+ Kh7 64. g8=Q+ Kh6 65. Qg6# *",advancedPawn endgame exposedKing mate mateIn5 promotion veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/TRiTE""]
[Themes ""doubleCheck fork mate mateIn5 middlegame veryLong""]
[FEN ""5rk1/ppq1b1p1/4P2p/2p1NB2/2P1Q3/PP4P1/3r1P1P/1R4K1 b - - 2 27""]
[SetUp ""1""]

27... Rd4 28. Bh7+ Kh8 29. Ng6+ Kxh7 30. Nxf8+ Kg8 31. Qh7+ Kxf8 32. Qh8# *",doubleCheck fork mate mateIn5 middlegame veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/bHyaE""]
[Themes ""attraction endgame mate mateIn5 sacrifice veryLong""]
[FEN ""3r1r1k/p2B2pp/8/P2Q3R/2P4q/5p2/8/5K2 b - - 1 45""]
[SetUp ""1""]

45... Qg3 46. Rxh7+ Kxh7 47. Qh5+ Kg8 48. Be6+ Rf7 49. Qxf7+ Kh8 50. Qh5# *",attraction endgame mate mateIn5 sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/5A7zO""]
[Themes ""endgame mate mateIn5 sacrifice veryLong""]
[FEN ""2r3k1/1p3R2/p2p2Pr/4p3/2q1P1Q1/8/PPP5/1K4R1 w - - 2 31""]
[SetUp ""1""]

31. Rc1 Qxc2+ 32. Rxc2 Rh1+ 33. Rf1 Rxf1+ 34. Qd1 Rxd1+ 35. Rc1 Rdxc1# *",endgame mate mateIn5 sacrifice veryLong
"[Event ""Puzzle""]
[Site ""https://www.lichess.org/training/gKYFY""]
[Themes ""endgame exposedKing fork mate mateIn5 veryLong""]
[FEN ""1k6/p4p1p/QP1p2p1/1Pp4q/8/5PP1/2PB1K1r/1R3R2 w - - 3 29""]
[SetUp ""1""]

29. Ke1 Qe5+ 30. Kd1 Qe2+ 31. Kc1 Qxd2+ 32. Kb2 Qxc2+ 33. Ka1 Qc3+ 34. Rb2
Qxb2# *",endgame exposedKing fork mate mateIn5 veryLong
